household_id,ethnicity,gender_head,disability,age_band,religion,nationality,immigration_status
d99eb566-27bd-40bd-a401-8edf5bf5c3ba,not_disclosed,male,no,66+,christian,rwandan,n/a
3a2862d8-0547-4dce-af57-02ebf20e6167,not_disclosed,male,no,36-45,christian,rwandan,n/a
e57c33c2-af5e-4612-bfd8-9f4c0daddb93,not_disclosed,male,no,36-45,christian,rwandan,n/a
29b4bbc0-8cbc-4381-961f-cc35827a84b1,not_disclosed,male,no,36-45,christian,rwandan,n/a
e68f5acc-aee5-405f-8c10-413d84331bb3,not_disclosed,female,no,26-35,none,rwandan,n/a
11eead0a-f350-45b3-b045-7be3120c0d55,not_disclosed,male,no,46-55,christian,rwandan,n/a
f08cbbe6-003e-4cb8-8959-69633ef1d287,not_disclosed,female,no,36-45,christian,rwandan,n/a
ee293097-3dfb-4d6d-85d5-33df4342a6c9,not_disclosed,female,no,26-35,christian,rwandan,n/a
091ecf9d-6c0d-425a-a072-6ba32ccdb35a,not_disclosed,female,no,66+,christian,rwandan,n/a
e1036dfb-2e4d-42c0-bba0-ee52f5443fe2,not_disclosed,male,no,26-35,christian,rwandan,n/a
4449404e-1c34-402b-9cdd-dfc562bcc4d9,not_disclosed,male,no,36-45,christian,rwandan,n/a
81184d84-36a3-4748-86e0-857ffeb37c8a,not_disclosed,male,no,26-35,christian,rwandan,n/a
3970f299-91dc-41f2-beaa-a4bbc6b596cc,not_disclosed,male,no,56-65,christian,rwandan,n/a
92914c12-6c97-43d8-a980-83fe6caa0d7f,not_disclosed,male,yes,26-35,other,rwandan,n/a
9a5d9cab-f5ad-484d-97ca-c788fbb2cd6d,not_disclosed,male,no,66+,christian,rwandan,n/a
d76a69ef-1597-4cfa-897e-a8174b579abd,not_disclosed,male,no,56-65,christian,rwandan,n/a
054cb1c9-2599-4749-8a87-1fe40c281e38,not_disclosed,female,no,66+,christian,rwandan,n/a
4f4b2f5b-56f3-4f6f-9147-79afe7f53bf0,not_disclosed,female,no,56-65,christian,other,n/a
9c6afe39-40ee-45ae-b5c9-ffe3f8461e3f,not_disclosed,female,no,26-35,christian,rwandan,n/a
7a3cb452-7bcd-40ee-b9dc-2a920620634c,not_disclosed,female,no,18-25,christian,rwandan,n/a
33051291-1bf7-49f0-84dc-0dc9e468740f,not_disclosed,male,no,66+,christian,rwandan,n/a
5091c815-a397-4f6f-a7f9-a810400c0e52,not_disclosed,male,no,66+,christian,rwandan,n/a
5a6c46b8-e402-462f-b1be-11ac0b09cb66,not_disclosed,male,no,66+,christian,rwandan,n/a
be4417b8-282f-45d4-8e86-0a5e7df6cacf,not_disclosed,male,no,66+,muslim,rwandan,n/a
0e1b7ece-122f-4c33-a89c-ab81b23ce2bf,not_disclosed,female,no,26-35,christian,rwandan,n/a
66fbf659-41e6-4862-af8c-5fbef1075e5a,not_disclosed,male,no,56-65,christian,rwandan,n/a
37ce64d4-383f-4acb-bf2d-7f556ea56884,not_disclosed,female,no,66+,other,rwandan,n/a
b497b7ad-6996-4a7a-93fe-47bd91d2094b,not_disclosed,male,no,56-65,christian,rwandan,n/a
41ed08e0-3e0e-47c1-8414-029d9878409c,not_disclosed,female,no,46-55,christian,rwandan,n/a
2ee522bf-3f02-49e1-9278-1cb3dfdf1e56,not_disclosed,male,no,18-25,christian,rwandan,n/a
b708bac0-df06-4061-be32-264b179d0164,not_disclosed,male,no,36-45,muslim,rwandan,n/a
c63eb822-80e4-445a-9088-05f8760391f4,not_disclosed,male,yes,56-65,muslim,rwandan,n/a
11dbdd00-3f5f-4717-94aa-10a0235ee68c,not_disclosed,male,yes,36-45,christian,rwandan,n/a
324c91da-59e2-401a-acac-34201f6e3aec,not_disclosed,male,no,18-25,other,rwandan,n/a
fa0ac98a-ce2e-434a-b923-7685b4deb320,not_disclosed,male,no,46-55,other,rwandan,n/a
eb29f6ff-b926-4d2c-a277-f64ae7aa406f,not_disclosed,male,no,26-35,christian,rwandan,n/a
f222bdc9-014e-475f-a3fb-4c98d5c7e2bc,not_disclosed,male,yes,36-45,christian,rwandan,n/a
4c781903-0c18-46e8-8012-81aedbea3fe7,not_disclosed,female,yes,36-45,muslim,rwandan,n/a
4563a2f4-cb3e-4a32-bf09-d1fca98af06e,not_disclosed,male,no,66+,christian,rwandan,n/a
14e6ff48-9caf-4e1b-b548-dfb514b6b208,not_disclosed,male,no,18-25,christian,rwandan,n/a
2f412f97-fbaf-4d90-b148-3782c8928f0a,not_disclosed,female,no,36-45,christian,rwandan,n/a
a023a53a-cdcf-4db5-83a7-d41b578a5c45,not_disclosed,female,no,46-55,christian,rwandan,n/a
2dbb513b-478a-4ef9-a4b2-0b8fa018c47a,not_disclosed,male,no,36-45,christian,rwandan,n/a
6b033065-b5e2-411b-bcf4-11bbd5d08c9c,not_disclosed,male,yes,56-65,christian,rwandan,n/a
1d5c7610-5b3e-434c-a30f-904a18db177a,not_disclosed,male,no,36-45,christian,rwandan,n/a
5f9cd89a-5ce0-411b-9ce7-4316ba7a618d,not_disclosed,male,yes,56-65,christian,rwandan,n/a
bee05f0d-ab5c-4bec-8775-b13a9d02bf67,not_disclosed,female,no,66+,christian,rwandan,n/a
a2077028-6d03-4439-aedf-64aac424d290,not_disclosed,male,no,46-55,christian,rwandan,n/a
14b524d1-2d3b-4682-a662-817f62e8fc0d,not_disclosed,male,no,26-35,christian,rwandan,n/a
30e7afbe-f5eb-4eda-936c-225503c27bcb,not_disclosed,male,no,26-35,christian,rwandan,n/a
991b8936-ad56-4433-8139-d4faaa4975ab,not_disclosed,male,no,66+,christian,rwandan,n/a
9a619d6e-37d9-4bb0-b5ef-4ea5d249ee83,not_disclosed,male,no,46-55,christian,rwandan,n/a
f1363ecd-fba5-4019-9337-b37be4b05dc8,not_disclosed,female,no,56-65,christian,rwandan,n/a
3cf468c9-4f9b-49f2-a2de-eebc74843c0f,not_disclosed,male,no,66+,christian,rwandan,n/a
dd29bbf6-df13-4c02-b83a-98708b3f8ab6,not_disclosed,male,no,36-45,muslim,rwandan,n/a
c98f64c5-6ae8-499d-b85e-a2ed0efdc7f6,not_disclosed,male,no,56-65,christian,rwandan,n/a
30dc840d-d387-4199-81c2-4ebef7230a0d,not_disclosed,male,no,36-45,other,rwandan,n/a
8814fd85-4281-416b-9273-3a75ad6a80d3,not_disclosed,female,no,36-45,christian,rwandan,n/a
fb4c5c08-6ca2-4c15-8a1e-49b686fe791d,not_disclosed,male,no,18-25,christian,other,n/a
903ae8b5-b4fc-4e15-b7e6-69dcabdf332e,not_disclosed,male,no,46-55,none,rwandan,n/a
4c30115d-e9af-4dc1-8d34-823aafd5cc6e,not_disclosed,female,no,36-45,christian,rwandan,n/a
49007661-ab7d-4fd1-9c25-90be20ad2b10,not_disclosed,male,no,66+,christian,rwandan,n/a
7594bd91-240d-4078-9607-5f77caabdb99,not_disclosed,male,no,66+,christian,rwandan,n/a
37bc7721-f651-469d-91d1-d54e2742cc3f,not_disclosed,male,yes,56-65,christian,rwandan,n/a
1086cadf-5e01-4669-a8e8-e0039f0f2052,not_disclosed,male,no,66+,christian,rwandan,n/a
eced6879-7a05-421b-8f99-f75ea0d0693d,not_disclosed,male,no,36-45,other,rwandan,n/a
97688e5a-5d84-4bcb-9349-121c504d3c31,not_disclosed,female,no,46-55,christian,rwandan,n/a
0024f02f-3616-433d-b4bf-ff85c86ce86f,not_disclosed,male,no,26-35,christian,rwandan,n/a
97b44c4a-dd43-46a2-9a15-66a24b499663,not_disclosed,male,no,46-55,christian,rwandan,n/a
1e37649a-9be0-46f7-8a08-50ac59a8836a,not_disclosed,male,no,66+,muslim,rwandan,n/a
528e52bb-b352-49a0-81c2-bf6f5083afeb,not_disclosed,male,no,26-35,other,rwandan,n/a
9a911ab6-acff-4fc7-8a4d-04ed5a07f1da,not_disclosed,male,no,66+,christian,rwandan,n/a
